location_id,sku_id,on_hand_qty,safety_stock,reorder_point,unit_cost,last_updated
BR015,SKU0030,56,11,33,6.68,2025-12-01
BR015,SKU0031,72,15,63,11.06,2025-12-16
BR015,SKU0032,44,13,41,6.77,2025-11-16
BR015,SKU0033,64,18,37,1.66,2025-10-01
BR015,SKU0034,57,26,50,13.1,2025-11-18
BR015,SKU0035,54,23,36,1.35,2025-10-03
BR015,SKU0036,72,24,40,3.61,2025-09-16
BR015,SKU0037,59,18,23,10.73,2025-12-01
BR015,SKU0038,66,24,35,2.4,2025-12-06
BR015,SKU0039,65,22,63,1.23,2025-10-24
BR015,SKU0040,54,21,67,12.4,2025-10-15
BR015,SKU0041,62,21,50,6.88,2025-11-29
BR015,SKU0042,74,24,45,3.0,2025-11-10
BR015,SKU0043,62,29,69,14.19,2025-11-18
BR015,SKU0044,58,29,55,14.86,2025-11-26
BR015,SKU0045,53,13,28,6.7,2025-10-21
BR015,SKU0046,62,24,42,5.54,2025-10-19
BR015,SKU0047,61,19,58,6.75,2025-11-12
BR015,SKU0048,77,11,36,5.83,2025-11-16
BR015,SKU0049,64,23,34,10.78,2025-09-20
BR015,SKU0050,52,13,53,12.53,2025-10-31
BR015,SKU0051,63,19,55,7.76,2025-10-19
BR015,SKU0052,64,24,38,2.49,2025-10-08
BR015,SKU0053,65,29,33,2.5,2025-11-21
BR015,SKU0054,70,25,38,4.52,2025-10-18
BR015,SKU0055,51,23,63,14.54,2025-10-13
BR015,SKU0056,41,13,49,1.95,2025-12-18
BR015,SKU0057,63,11,35,2.68,2025-09-28
BR015,SKU0058,42,27,58,12.35,2025-10-05
BR015,SKU0059,54,23,42,13.31,2025-12-11
BR015,SKU0060,57,10,42,13.33,2025-12-16
BR015,SKU0061,61,16,22,7.01,2025-09-09
BR015,SKU0062,45,20,53,13.73,2025-09-04
BR015,SKU0063,77,22,63,5.31,2025-09-06
BR015,SKU0064,65,12,29,1.74,2025-11-26
BR015,SKU0065,61,28,50,11.1,2025-11-17
BR015,SKU0066,58,21,36,4.67,2025-11-03
BR015,SKU0067,61,20,36,13.08,2025-12-05
BR015,SKU0068,58,14,21,14.19,2025-11-09
BR015,SKU0069,55,13,24,10.27,2025-11-21
BR015,SKU0070,53,22,39,12.72,2025-09-21
BR015,SKU0071,59,11,31,6.35,2025-11-07
BR015,SKU0072,55,18,38,10.6,2025-09-30
BR015,SKU0073,68,10,20,13.98,2025-11-08
BR015,SKU0074,70,26,38,1.19,2025-09-29
BR015,SKU0075,54,19,41,3.46,2025-12-08
BR015,SKU0076,68,29,31,8.85,2025-12-21
BR015,SKU0077,58,19,29,10.65,2025-12-19
BR015,SKU0078,54,27,54,1.61,2025-12-05
BR015,SKU0079,57,14,21,8.3,2025-09-16
BR015,SKU0080,54,13,55,1.39,2025-12-04
BR016,SKU0001,75,14,29,13.82,2025-11-19
BR016,SKU0002,59,23,32,5.1,2025-11-17
BR016,SKU0003,61,23,66,4.78,2025-11-26
BR016,SKU0004,59,12,40,8.85,2025-11-24
BR016,SKU0005,59,21,28,12.48,2025-12-20
BR016,SKU0006,56,19,30,5.52,2025-10-07
BR016,SKU0007,38,14,42,3.88,2025-10-14
BR016,SKU0008,56,16,43,13.79,2025-12-12
BR016,SKU0009,67,10,42,11.87,2025-10-17
BR016,SKU0010,68,17,68,4.15,2025-12-17
BR016,SKU0011,53,23,60,8.03,2025-10-20
BR016,SKU0012,52,14,39,13.05,2025-10-24
BR016,SKU0013,66,22,23,2.92,2025-10-23
BR016,SKU0014,59,19,27,13.52,2025-11-03
BR016,SKU0015,61,10,41,8.18,2025-09-02
BR016,SKU0016,65,15,24,7.27,2025-09-18
BR016,SKU0017,71,18,26,5.0,2025-12-29
BR016,SKU0018,56,14,66,10.41,2025-09-13
BR016,SKU0019,55,13,57,8.41,2025-09-16
BR016,SKU0020,56,21,27,4.52,2025-12-04
BR016,SKU0021,62,22,20,9.02,2025-10-09
BR016,SKU0022,60,15,24,14.84,2025-11-16
BR016,SKU0023,49,14,23,7.26,2025-12-24
BR016,SKU0024,55,17,43,12.93,2025-10-12
BR016,SKU0025,49,23,25,7.75,2025-10-24
BR016,SKU0026,75,18,21,11.88,2025-11-13
BR016,SKU0027,55,20,42,12.86,2025-10-04
BR016,SKU0028,64,23,23,7.21,2025-11-19
BR016,SKU0029,59,29,60,8.85,2025-11-17
BR016,SKU0030,61,18,30,6.35,2025-12-07
BR016,SKU0031,51,25,33,6.72,2025-11-01
BR016,SKU0032,52,13,49,10.42,2025-12-21
BR016,SKU0033,53,25,65,12.8,2025-12-24
BR016,SKU0034,61,21,22,10.82,2025-12-24
BR016,SKU0035,70,27,43,10.62,2025-12-14
BR016,SKU0036,63,21,28,4.88,2025-09-08
BR016,SKU0037,63,12,22,6.07,2025-12-10
BR016,SKU0038,59,29,32,3.69,2025-11-10
BR016,SKU0039,78,20,25,3.21,2025-10-01
BR016,SKU0040,68,20,63,7.94,2025-12-04
BR016,SKU0041,60,28,51,5.84,2025-12-02
BR016,SKU0042,75,19,55,3.87,2025-11-30
BR016,SKU0043,66,15,59,2.05,2025-09-10
BR016,SKU0044,64,24,24,10.53,2025-10-01
BR016,SKU0045,62,26,55,5.51,2025-11-27
BR016,SKU0046,43,26,61,9.77,2025-11-16
BR016,SKU0047,72,16,47,7.49,2025-09-27
BR016,SKU0048,63,13,54,12.08,2025-12-01
BR016,SKU0049,74,10,59,8.69,2025-11-05
BR016,SKU0050,56,22,21,4.73,2025-09-13
BR016,SKU0051,64,22,36,8.96,2025-10-13
BR016,SKU0052,64,25,46,12.13,2025-09-28
BR016,SKU0053,54,29,35,3.87,2025-11-27
BR016,SKU0054,69,29,40,4.36,2025-12-10
BR016,SKU0055,68,28,63,8.75,2025-09-04
BR016,SKU0056,44,26,32,6.59,2025-10-13
BR016,SKU0057,71,17,67,8.01,2025-11-27
BR016,SKU0058,64,26,52,13.03,2025-10-02
BR016,SKU0059,55,15,59,7.0,2025-10-02
BR016,SKU0060,70,18,61,8.02,2025-10-01
BR016,SKU0061,81,20,54,7.69,2025-09-10
BR016,SKU0062,52,15,53,12.79,2025-11-17
BR016,SKU0063,64,27,43,6.01,2025-11-05
BR016,SKU0064,53,14,28,6.16,2025-12-18
BR016,SKU0065,67,22,37,13.32,2025-12-19
BR016,SKU0066,57,15,38,12.61,2025-12-06
BR016,SKU0067,61,10,28,3.51,2025-11-01
BR016,SKU0068,56,21,22,3.98,2025-10-01
BR016,SKU0069,64,14,65,9.91,2025-11-23
BR016,SKU0070,57,25,53,5.41,2025-10-03
BR016,SKU0071,68,19,55,13.47,2025-12-24
BR016,SKU0072,59,27,32,1.74,2025-09-27
BR016,SKU0073,61,19,22,6.37,2025-10-02
BR016,SKU0074,67,23,36,10.71,2025-10-09
BR016,SKU0075,69,27,41,8.81,2025-10-17
BR016,SKU0076,56,21,55,7.45,2025-11-02
BR016,SKU0077,69,26,60,1.91,2025-11-10
BR016,SKU0078,71,10,57,8.66,2025-12-26
BR016,SKU0079,49,21,60,5.82,2025-12-28
BR016,SKU0080,64,21,68,8.76,2025-11-17
BR017,SKU0001,67,14,22,12.07,2025-10-11
BR017,SKU0002,52,19,55,2.65,2025-09-24
BR017,SKU0003,63,16,59,7.54,2025-12-23
BR017,SKU0004,66,24,44,4.86,2025-11-29
BR017,SKU0005,61,22,30,11.12,2025-11-18
BR017,SKU0006,48,24,44,14.02,2025-11-03
BR017,SKU0007,69,27,26,7.03,2025-12-09
BR017,SKU0008,59,24,41,6.83,2025-10-06
BR017,SKU0009,69,27,44,10.93,2025-12-18
BR017,SKU0010,70,24,69,5.8,2025-10-05
BR017,SKU0011,69,25,43,11.52,2025-10-16
BR017,SKU0012,62,11,48,14.78,2025-09-29
BR017,SKU0013,59,11,49,7.73,2025-11-17
BR017,SKU0014,71,16,34,12.87,2025-09-26
BR017,SKU0015,61,18,44,10.46,2025-12-23
BR017,SKU0016,61,16,31,1.28,2025-12-14
BR017,SKU0017,62,14,21,11.3,2025-10-22
BR017,SKU0018,66,23,66,6.85,2025-10-29
BR017,SKU0019,68,28,36,2.31,2025-12-19
BR017,SKU0020,44,19,29,1.5,2025-10-03
BR017,SKU0021,55,19,29,12.97,2025-11-13
BR017,SKU0022,71,13,37,3.07,2025-11-23
BR017,SKU0023,64,29,22,11.33,2025-11-27
BR017,SKU0024,53,18,32,7.39,2025-11-20
BR017,SKU0025,54,21,26,7.69,2025-10-17
BR017,SKU0026,50,20,45,13.32,2025-11-26
BR017,SKU0027,52,19,59,8.13,2025-10-14
BR017,SKU0028,56,21,49,5.34,2025-12-17
BR017,SKU0029,60,20,45,6.6,2025-11-13
BR017,SKU0030,63,16,36,5.34,2025-10-02
BR017,SKU0031,57,26,59,6.25,2025-12-17
BR017,SKU0032,61,12,58,10.18,2025-12-16
BR017,SKU0033,62,25,35,4.36,2025-09-06
BR017,SKU0034,72,13,45,9.34,2025-12-20
BR017,SKU0035,60,14,44,2.58,2025-10-03
BR017,SKU0036,48,15,65,10.89,2025-10-17
BR017,SKU0037,55,21,51,9.08,2025-09-04
BR017,SKU0038,59,19,51,7.58,2025-10-28
BR017,SKU0039,55,22,51,6.27,2025-10-10
BR017,SKU0040,49,28,56,13.17,2025-09-18
BR017,SKU0041,63,28,36,6.16,2025-10-02
BR017,SKU0042,52,26,44,6.4,2025-12-13
BR017,SKU0043,60,22,46,8.51,2025-12-12
BR017,SKU0044,42,14,31,6.48,2025-09-25
BR017,SKU0045,45,18,24,4.48,2025-12-01
BR017,SKU0046,68,16,47,2.62,2025-11-16
BR017,SKU0047,53,29,38,1.9,2025-10-04
BR017,SKU0048,66,29,22,14.91,2025-09-21
BR017,SKU0049,46,16,21,4.36,2025-10-29
BR017,SKU0050,52,12,25,3.8,2025-11-24
BR017,SKU0051,67,11,41,5.23,2025-09-27
BR017,SKU0052,47,26,59,7.7,2025-11-21
BR017,SKU0053,49,11,41,5.18,2025-12-24
BR017,SKU0054,59,23,36,13.15,2025-11-25
BR017,SKU0055,67,24,33,5.42,2025-12-08
BR017,SKU0056,62,21,43,8.3,2025-11-11
BR017,SKU0057,55,17,26,1.23,2025-09-29
BR017,SKU0058,66,12,29,10.73,2025-09-21
BR017,SKU0059,65,15,42,14.33,2025-10-18
BR017,SKU0060,64,18,56,1.79,2025-11-02
BR017,SKU0061,65,21,65,10.64,2025-09-08
BR017,SKU0062,51,25,21,2.7,2025-10-14
BR017,SKU0063,49,13,69,10.06,2025-11-09
BR017,SKU0064,57,27,21,9.96,2025-10-08
BR017,SKU0065,58,20,21,5.9,2025-11-16
BR017,SKU0066,44,17,62,4.86,2025-09-25
BR017,SKU0067,70,14,54,6.6,2025-12-04
BR017,SKU0068,58,29,33,7.13,2025-10-14
BR017,SKU0069,59,23,21,12.81,2025-12-11
BR017,SKU0070,66,17,64,6.41,2025-11-08
BR017,SKU0071,63,27,24,7.66,2025-09-12
BR017,SKU0072,58,25,39,9.82,2025-09-10
BR017,SKU0073,67,15,22,10.55,2025-10-09
BR017,SKU0074,48,23,56,12.16,2025-10-12
BR017,SKU0075,57,12,65,9.02,2025-12-06
BR017,SKU0076,64,24,59,12.46,2025-12-08
BR017,SKU0077,54,24,42,13.23,2025-11-01
BR017,SKU0078,65,15,62,4.81,2025-09-28
BR017,SKU0079,56,22,41,10.93,2025-12-05
BR017,SKU0080,72,26,40,7.4,2025-09-30
BR018,SKU0001,53,22,30,14.72,2025-11-09
BR018,SKU0002,65,12,57,8.32,2025-11-27
BR018,SKU0003,69,24,44,5.9,2025-10-12
BR018,SKU0004,62,22,40,1.42,2025-09-04
BR018,SKU0005,47,20,57,3.14,2025-10-27
BR018,SKU0006,54,26,41,12.32,2025-12-11
BR018,SKU0007,66,15,39,14.91,2025-10-23
BR018,SKU0008,64,18,20,2.28,2025-09-23
BR018,SKU0009,58,27,33,3.74,2025-09-24
BR018,SKU0010,61,13,61,6.28,2025-12-05
BR018,SKU0011,66,15,29,1.81,2025-09-21
BR018,SKU0012,75,25,60,5.53,2025-10-23
BR018,SKU0013,53,13,59,14.08,2025-12-05
BR018,SKU0014,54,18,42,6.76,2025-10-04
BR018,SKU0015,64,21,33,6.92,2025-09-29
BR018,SKU0016,64,22,26,11.25,2025-11-23
BR018,SKU0017,61,11,40,5.84,2025-12-15
BR018,SKU0018,44,22,28,14.79,2025-09-04
BR018,SKU0019,54,23,60,8.38,2025-11-11
BR018,SKU0020,45,23,55,8.69,2025-11-13
BR018,SKU0021,76,16,57,10.98,2025-09-21
BR018,SKU0022,65,23,44,1.96,2025-10-05
BR018,SKU0023,57,15,36,12.61,2025-12-15
BR018,SKU0024,55,22,27,7.27,2025-09-16
BR018,SKU0025,82,27,20,9.18,2025-11-15
BR018,SKU0026,64,25,25,3.98,2025-09-26
BR018,SKU0027,67,23,30,10.35,2025-12-10
BR018,SKU0028,72,16,38,2.44,2025-09-07
BR018,SKU0029,56,12,38,7.87,2025-10-01
BR018,SKU0030,65,15,28,4.53,2025-12-24
BR018,SKU0031,52,21,65,6.27,2025-12-21
BR018,SKU0032,56,28,66,4.84,2025-10-29
BR018,SKU0033,45,26,44,2.93,2025-12-27
BR018,SKU0034,68,19,56,8.1,2025-10-16
BR018,SKU0035,69,17,43,12.09,2025-10-31
BR018,SKU0036,61,28,48,11.65,2025-12-23
BR018,SKU0037,70,28,42,9.06,2025-12-27
BR018,SKU0038,54,29,22,8.8,2025-10-24
BR018,SKU0039,57,13,67,3.81,2025-11-25
BR018,SKU0040,49,23,46,14.12,2025-11-28
BR018,SKU0041,77,24,61,4.36,2025-11-14
BR018,SKU0042,56,16,42,13.16,2025-10-17
BR018,SKU0043,74,14,43,6.33,2025-10-24
BR018,SKU0044,53,19,60,9.52,2025-12-18
BR018,SKU0045,64,19,32,9.02,2025-09-21
BR018,SKU0046,69,20,28,6.19,2025-11-04
BR018,SKU0047,62,26,60,14.76,2025-12-07
BR018,SKU0048,58,17,54,10.87,2025-12-04
BR018,SKU0049,75,26,33,11.11,2025-11-08
BR018,SKU0050,69,23,22,13.86,2025-11-18
BR018,SKU0051,45,16,47,1.66,2025-10-08
BR018,SKU0052,60,10,59,1.23,2025-10-12
BR018,SKU0053,58,21,29,1.23,2025-09-29
BR018,SKU0054,71,14,39,7.27,2025-09-03
BR018,SKU0055,52,21,29,7.35,2025-12-19
BR018,SKU0056,66,26,29,11.33,2025-09-22
BR018,SKU0057,59,11,60,9.29,2025-12-12
BR018,SKU0058,54,23,43,2.88,2025-11-19
BR018,SKU0059,52,19,63,2.97,2025-12-16
BR018,SKU0060,71,19,68,9.28,2025-11-11
BR018,SKU0061,61,19,26,1.55,2025-11-15
BR018,SKU0062,67,22,54,8.52,2025-11-14
BR018,SKU0063,73,17,55,4.37,2025-09-05
BR018,SKU0064,79,23,46,2.15,2025-12-06
BR018,SKU0065,54,12,66,13.64,2025-12-16
BR018,SKU0066,59,27,46,5.63,2025-09-07
BR018,SKU0067,66,15,68,1.07,2025-11-27
BR018,SKU0068,62,29,44,11.06,2025-10-02
BR018,SKU0069,71,26,25,11.27,2025-09-16
BR018,SKU0070,51,11,56,10.32,2025-11-18
BR018,SKU0071,71,13,53,10.78,2025-10-31
BR018,SKU0072,55,20,50,14.76,2025-11-05
BR018,SKU0073,51,19,23,5.76,2025-10-12
BR018,SKU0074,63,28,33,12.17,2025-12-18
BR018,SKU0075,59,21,25,14.42,2025-09-06
BR018,SKU0076,60,23,25,11.27,2025-11-29
BR018,SKU0077,56,24,47,7.88,2025-10-15
BR018,SKU0078,70,25,39,11.36,2025-12-03
BR018,SKU0079,73,11,49,3.37,2025-09-17
BR018,SKU0080,52,14,54,7.96,2025-12-24
BR019,SKU0001,55,23,28,12.22,2025-11-09
BR019,SKU0002,56,13,34,7.83,2025-10-31
BR019,SKU0003,59,20,24,11.99,2025-09-14
BR019,SKU0004,64,29,56,9.77,2025-09-07
BR019,SKU0005,59,16,53,8.66,2025-09-24
BR019,SKU0006,57,10,35,11.86,2025-09-08
BR019,SKU0007,60,28,66,6.37,2025-09-09
BR019,SKU0008,51,27,24,11.68,2025-11-27
BR019,SKU0009,73,13,60,11.81,2025-11-24
BR019,SKU0010,70,28,26,2.96,2025-11-14
BR019,SKU0011,64,15,25,3.04,2025-12-10
BR019,SKU0012,63,16,32,14.51,2025-11-22
BR019,SKU0013,53,14,44,10.31,2025-10-18
BR019,SKU0014,51,22,44,3.03,2025-10-23
BR019,SKU0015,49,11,60,5.78,2025-12-07
BR019,SKU0016,62,27,20,10.2,2025-09-16
BR019,SKU0017,62,25,63,1.08,2025-10-26
BR019,SKU0018,69,13,55,14.78,2025-11-11
BR019,SKU0019,50,23,62,4.23,2025-10-03
BR019,SKU0020,65,13,29,5.16,2025-12-25
BR019,SKU0021,42,17,30,9.36,2025-09-21
BR019,SKU0022,72,12,46,14.24,2025-10-25
BR019,SKU0023,60,14,63,11.7,2025-12-23
BR019,SKU0024,57,12,31,10.44,2025-09-24
BR019,SKU0025,67,11,66,12.03,2025-11-17
BR019,SKU0026,54,22,44,10.3,2025-09-29
BR019,SKU0027,65,12,32,7.51,2025-09-07
BR019,SKU0028,64,18,26,6.89,2025-12-25
BR019,SKU0029,49,28,34,2.39,2025-10-23
BR019,SKU0030,53,16,24,2.43,2025-10-02
BR019,SKU0031,60,20,46,4.86,2025-11-23
BR019,SKU0032,53,28,60,8.81,2025-12-04
BR019,SKU0033,69,17,43,5.66,2025-09-06
BR019,SKU0034,58,17,38,14.7,2025-10-17
BR019,SKU0035,69,18,50,11.73,2025-12-25
BR019,SKU0036,66,12,55,3.64,2025-09-21
BR019,SKU0037,52,14,69,4.89,2025-11-04
BR019,SKU0038,57,19,32,13.16,2025-09-23
BR019,SKU0039,43,20,42,14.22,2025-09-03
BR019,SKU0040,54,25,53,9.5,2025-12-24
BR019,SKU0041,70,27,40,5.37,2025-10-11
BR019,SKU0042,60,15,50,10.65,2025-12-14
BR019,SKU0043,73,29,60,4.28,2025-09-19
BR019,SKU0044,62,26,61,13.36,2025-12-23
BR019,SKU0045,55,10,57,3.96,2025-10-13
BR019,SKU0046,64,12,63,4.22,2025-12-26
BR019,SKU0047,70,21,68,8.2,2025-09-17
BR019,SKU0048,49,21,23,13.72,2025-10-18
BR019,SKU0049,52,22,46,1.35,2025-09-03
BR019,SKU0050,71,14,67,5.99,2025-09-23
BR019,SKU0051,59,28,66,1.02,2025-11-19
BR019,SKU0052,58,23,31,1.86,2025-11-13
BR019,SKU0053,58,15,64,3.7,2025-10-01
BR019,SKU0054,57,28,43,9.31,2025-09-25
BR019,SKU0055,55,20,68,9.79,2025-12-04
BR019,SKU0056,56,10,47,12.78,2025-12-07
BR019,SKU0057,57,25,47,3.58,2025-09-04
BR019,SKU0058,63,10,40,2.1,2025-10-28
BR019,SKU0059,44,16,31,11.54,2025-12-20
BR019,SKU0060,72,13,41,13.86,2025-11-24
BR019,SKU0061,60,28,64,13.5,2025-11-11
BR019,SKU0062,70,25,53,4.01,2025-10-13
BR019,SKU0063,51,12,50,5.17,2025-10-07
BR019,SKU0064,48,16,67,11.05,2025-10-30
BR019,SKU0065,62,15,69,7.9,2025-12-02
BR019,SKU0066,62,26,59,11.69,2025-11-15
BR019,SKU0067,67,25,27,14.41,2025-10-26
BR019,SKU0068,67,14,33,9.84,2025-11-01
BR019,SKU0069,69,17,67,9.22,2025-09-17
BR019,SKU0070,64,21,69,13.75,2025-11-21
BR019,SKU0071,65,17,29,6.75,2025-12-16
BR019,SKU0072,70,29,65,12.31,2025-11-10
BR019,SKU0073,51,11,27,13.92,2025-10-17
BR019,SKU0074,45,20,34,9.77,2025-10-26
BR019,SKU0075,62,28,66,3.91,2025-09-13
BR019,SKU0076,68,21,32,6.21,2025-11-04
BR019,SKU0077,66,14,48,8.29,2025-11-16
BR019,SKU0078,51,24,32,8.33,2025-09-07
BR019,SKU0079,59,16,66,13.44,2025-09-21
BR019,SKU0080,59,29,26,12.4,2025-10-27
BR020,SKU0001,61,19,48,2.02,2025-11-05
BR020,SKU0002,58,26,23,7.5,2025-12-04
BR020,SKU0003,64,18,28,8.93,2025-10-30
BR020,SKU0004,64,28,20,14.02,2025-12-18
BR020,SKU0005,66,10,52,5.72,2025-09-29
BR020,SKU0006,69,19,59,14.15,2025-10-31
BR020,SKU0007,44,17,37,12.29,2025-10-31
BR020,SKU0008,60,29,60,2.55,2025-12-11
BR020,SKU0009,61,10,63,13.14,2025-09-01
BR020,SKU0010,52,27,26,8.29,2025-09-21
BR020,SKU0011,59,14,31,5.28,2025-12-12
BR020,SKU0012,60,26,37,12.8,2025-11-02
BR020,SKU0013,65,13,38,9.4,2025-12-07
BR020,SKU0014,80,11,25,14.92,2025-09-04
BR020,SKU0015,69,14,30,10.92,2025-11-06
BR020,SKU0016,61,25,44,4.14,2025-09-18
BR020,SKU0017,64,19,23,6.4,2025-11-29
BR020,SKU0018,61,27,39,4.89,2025-10-13
BR020,SKU0019,49,27,68,9.74,2025-10-10
BR020,SKU0020,54,14,54,14.33,2025-10-26
BR020,SKU0021,70,15,60,9.72,2025-09-23
BR020,SKU0022,66,15,67,4.04,2025-10-06
BR020,SKU0023,73,23,54,6.36,2025-11-23
BR020,SKU0024,57,27,31,9.29,2025-10-17
BR020,SKU0025,68,20,58,13.42,2025-12-27
BR020,SKU0026,57,24,26,5.24,2025-11-09
BR020,SKU0027,62,18,51,11.3,2025-10-26
BR020,SKU0028,62,12,57,6.41,2025-12-16
BR020,SKU0029,49,10,40,5.51,2025-12-27
BR020,SKU0030,61,17,62,10.23,2025-09-25
BR020,SKU0031,57,17,36,7.2,2025-12-12
BR020,SKU0032,67,21,52,7.38,2025-12-01
BR020,SKU0033,53,21,46,12.26,2025-10-10
BR020,SKU0034,68,28,38,9.09,2025-09-21
BR020,SKU0035,54,15,30,3.93,2025-11-10
BR020,SKU0036,71,21,59,13.15,2025-09-11
BR020,SKU0037,65,17,63,13.1,2025-09-12
BR020,SKU0038,61,26,49,4.23,2025-12-09
BR020,SKU0039,63,20,55,10.68,2025-09-03
BR020,SKU0040,58,21,50,12.13,2025-11-13
BR020,SKU0041,52,15,22,8.0,2025-10-01
BR020,SKU0042,58,17,29,10.75,2025-11-18
BR020,SKU0043,56,17,22,8.09,2025-12-19
BR020,SKU0044,62,14,66,4.64,2025-10-15
BR020,SKU0045,61,17,58,13.06,2025-10-03
BR020,SKU0046,57,27,42,4.26,2025-10-25
BR020,SKU0047,61,12,53,2.59,2025-10-29
BR020,SKU0048,66,13,34,3.16,2025-10-20
BR020,SKU0049,69,12,45,11.9,2025-12-03
BR020,SKU0050,56,16,27,7.45,2025-11-21
BR020,SKU0051,60,24,39,13.71,2025-09-01
BR020,SKU0052,55,14,41,4.7,2025-11-23
BR020,SKU0053,74,14,34,11.39,2025-09-09
BR020,SKU0054,61,27,29,4.41,2025-12-03
BR020,SKU0055,71,12,62,5.73,2025-11-30
BR020,SKU0056,53,27,31,7.3,2025-12-02
BR020,SKU0057,82,25,22,11.48,2025-10-22
BR020,SKU0058,47,10,36,1.8,2025-11-17
BR020,SKU0059,60,20,63,8.54,2025-10-22
BR020,SKU0060,64,13,63,4.1,2025-11-13
BR020,SKU0061,61,20,32,5.81,2025-09-30
BR020,SKU0062,64,28,33,2.62,2025-10-12
BR020,SKU0063,60,29,48,2.67,2025-09-19
BR020,SKU0064,55,28,21,7.81,2025-09-29
BR020,SKU0065,62,11,30,8.66,2025-09-21
BR020,SKU0066,71,29,41,7.53,2025-12-13
BR020,SKU0067,57,13,47,13.27,2025-10-25
BR020,SKU0068,73,28,27,9.0,2025-12-06
BR020,SKU0069,71,20,53,12.82,2025-12-08
BR020,SKU0070,57,14,49,9.76,2025-11-25
BR020,SKU0071,46,25,69,8.26,2025-11-02
BR020,SKU0072,74,10,38,3.81,2025-12-18
BR020,SKU0073,68,24,68,4.55,2025-09-28
BR020,SKU0074,67,27,21,2.17,2025-10-04
BR020,SKU0075,62,16,31,3.69,2025-11-22
BR020,SKU0076,63,27,62,3.39,2025-09-23
BR020,SKU0077,69,11,58,7.42,2025-10-13
BR020,SKU0078,66,14,51,1.09,2025-11-19
BR020,SKU0079,74,21,58,12.9,2025-11-29
BR020,SKU0080,62,27,50,6.43,2025-12-20
BR021,SKU0001,69,10,30,7.89,2025-12-24
BR021,SKU0002,66,12,67,6.9,2025-10-01
BR021,SKU0003,68,20,34,13.94,2025-09-05
BR021,SKU0004,46,21,65,1.05,2025-11-20
BR021,SKU0005,48,18,28,8.28,2025-09-08
BR021,SKU0006,60,21,43,11.58,2025-11-13
BR021,SKU0007,55,27,30,7.75,2025-12-18
BR021,SKU0008,59,11,69,1.56,2025-11-03
BR021,SKU0009,51,23,69,8.6,2025-10-29
BR021,SKU0010,58,27,56,11.15,2025-09-23
BR021,SKU0011,49,12,54,8.78,2025-10-31
BR021,SKU0012,59,24,22,5.43,2025-09-26
BR021,SKU0013,65,19,31,8.48,2025-10-10
BR021,SKU0014,64,15,64,13.73,2025-10-26
BR021,SKU0015,58,18,43,11.94,2025-12-07
BR021,SKU0016,54,10,31,10.84,2025-10-23
BR021,SKU0017,56,16,25,13.24,2025-12-23
BR021,SKU0018,70,27,56,4.54,2025-10-24
BR021,SKU0019,56,27,44,11.25,2025-10-31
BR021,SKU0020,69,22,39,11.45,2025-09-27
BR021,SKU0021,55,20,60,6.68,2025-10-24
BR021,SKU0022,46,29,27,1.8,2025-09-21
BR021,SKU0023,68,11,21,6.26,2025-09-11
BR021,SKU0024,58,13,54,5.89,2025-10-18
BR021,SKU0025,64,25,21,12.69,2025-09-17
BR021,SKU0026,57,14,40,9.05,2025-10-23
BR021,SKU0027,57,17,61,6.02,2025-11-07
BR021,SKU0028,60,15,65,3.57,2025-11-01
BR021,SKU0029,57,16,59,13.36,2025-11-07
BR021,SKU0030,60,29,51,11.1,2025-11-02
BR021,SKU0031,42,15,60,12.3,2025-12-20
BR021,SKU0032,57,24,50,13.37,2025-10-29
BR021,SKU0033,51,27,20,14.2,2025-12-07
BR021,SKU0034,72,16,53,7.97,2025-10-18
BR021,SKU0035,50,14,54,14.63,2025-10-21
BR021,SKU0036,68,23,62,7.81,2025-10-14
BR021,SKU0037,65,11,26,7.23,2025-09-07
BR021,SKU0038,57,15,21,13.62,2025-10-26
BR021,SKU0039,61,19,64,13.05,2025-11-07
BR021,SKU0040,63,29,23,9.85,2025-11-15
BR021,SKU0041,60,26,54,12.41,2025-12-06
BR021,SKU0042,54,13,60,5.84,2025-09-25
BR021,SKU0043,62,22,37,3.1,2025-10-18
BR021,SKU0044,53,18,67,6.79,2025-11-13
BR021,SKU0045,48,28,68,4.99,2025-11-23
BR021,SKU0046,56,21,46,14.91,2025-11-25
BR021,SKU0047,53,11,59,9.78,2025-11-10
BR021,SKU0048,60,13,50,1.17,2025-10-11
BR021,SKU0049,81,28,60,1.89,2025-12-10
BR021,SKU0050,71,18,41,13.88,2025-09-28
BR021,SKU0051,59,23,30,4.69,2025-12-13
BR021,SKU0052,62,15,48,9.14,2025-11-29
BR021,SKU0053,65,27,22,1.2,2025-12-21
BR021,SKU0054,58,19,44,12.15,2025-10-24
BR021,SKU0055,57,26,21,1.47,2025-11-30
BR021,SKU0056,50,27,21,7.29,2025-09-28
BR021,SKU0057,54,26,25,1.95,2025-09-05
BR021,SKU0058,54,20,57,5.44,2025-09-28
BR021,SKU0059,64,21,63,4.86,2025-11-16
BR021,SKU0060,52,15,59,5.61,2025-10-18
BR021,SKU0061,53,15,34,7.37,2025-09-19
BR021,SKU0062,65,11,68,11.54,2025-09-15
BR021,SKU0063,43,16,27,6.28,2025-10-31
BR021,SKU0064,59,11,23,8.39,2025-10-29
BR021,SKU0065,78,11,51,14.23,2025-10-12
BR021,SKU0066,66,20,44,2.35,2025-11-29
